"classe","codigo","vm","gc","lc","roe","divbr_pl","ll","ll_cresc","p_vpa","pl","ret_anual"
"ON","TGMA3",997857.42035,TRUE,1.67827540933333,24.347670225,41.0965533695,TRUE,TRUE,2.28496323473333,19.7999561166667,-3.77571816218474
"ON","EVEN3",967604.213866667,TRUE,3.08136837456667,-15.902787046,78.1390466435,FALSE,FALSE,0.52963842739,141.0591189829,-12.8903587821367
"ON","CLSC3",927727.863333333,FALSE,0.884156666463333,6.9987936297,28.472348554,FALSE,FALSE,0.588398238865,11.34297836185,NA
"ON","DIRR3",828597.80628,TRUE,3.6884009758,-7.36964280605,59.4814434585,FALSE,FALSE,0.559411223936667,-23.8580024448667,-6.41791402926968
"ON","PMAM3",810687.536783333,TRUE,1.40193291398333,-38.9901562285,305.31874889,FALSE,FALSE,1.53912391426667,-2.76543778676667,-22.2098546729956
"ON","JHSF3",754974.687056667,TRUE,1.2297243158,-1.02686562183,63.791161772,FALSE,FALSE,0.352244131066667,-34.2662444613333,-28.5050301980807
"ON","PRIO3",753718.95948,TRUE,5.51924612446667,6.7567943106,19.507765552,TRUE,FALSE,0.837739254293333,11.8461564389667,-0.0765502301029897
"ON","RNEW3",690260.17921,FALSE,0.364472974701667,-206.342797185,119.448237727,FALSE,FALSE,1.02575250798,-0.55264088751,NA
"ON","AGRO3",670711.79447,TRUE,1.66087192103333,11.57428235135,24.3590898015,TRUE,FALSE,0.971739179036667,0.1099921641,10.7389070510745
"ON","TELB3",669649.322336667,FALSE,2.45428676433333,-50.6624248385,48.0703470895,FALSE,FALSE,-0.72100619797,-1.47068037015,-8.85836041724492
"ON","LIPR3",632628.706666667,FALSE,5.74737835353333,18.059463535,0,TRUE,TRUE,3.19614066473333,17.5170146253333,NA
"ON","HBOR3",610413.086666667,TRUE,3.00965345866667,-19.6298156695,119.07000437,FALSE,FALSE,0.45972246635,-2.35438519906667,-30.9519999274489
"ON","PTBL3",603314.793333333,TRUE,1.38654353223333,28.637694453,188.81108476,TRUE,FALSE,2.03651739803333,56.6275085162,1.97762144435698
"ON","GFSA3",588386.24,TRUE,1.6204270372,-94.891545931,125.84047957,FALSE,FALSE,0.558040056273333,-0.6003111039,-12.6768479826273
"ON","MILS3",588091.813333333,TRUE,1.6934555358,-17.1963568505,33.4549860805,FALSE,FALSE,0.670971929396667,-4.71472641783333,-39.9141768456663
"ON","PFRM3",564249.59,TRUE,1.2649044872,-10.7292642699,79.785430714,FALSE,FALSE,0.678286268283333,-6.82821379066667,-23.0712277192458
"ON","TCSA3",547719.413333333,TRUE,1.68767209933333,-50.1318298355,68.8895095565,FALSE,FALSE,0.4928640984,-0.998545834783333,-30.587622778528
"ON","LPSB3",531038.663333333,TRUE,1.74944857083333,-71.3858233615,0,FALSE,FALSE,5.49809175613333,-10.4137643809333,-27.5334573562033
"ON","PEAB3",513901.031023333,FALSE,4.04057482806667,7.07767886195,0,TRUE,FALSE,0.997807655513333,12.3975120596333,NA
"ON","SHOW3",467361.05,TRUE,1.50413213966667,13.1953718,6.5510290394,TRUE,TRUE,1.49944464513333,13.1010695326667,2.09009998617011
"ON","JFEN3",465842.135426667,TRUE,1.4733966574,-99.6535482955,205.922014625,FALSE,FALSE,0.923503460933333,-0.963365768703333,-41.2115862747541
"ON","TPIS3",464420.403333333,FALSE,0.339648039226667,19.21955976,152.672947025,FALSE,FALSE,0.420008080946667,-29.7011511464,-29.8094550574715
"ON","CGRA3",439567.147236667,TRUE,2.79598842066667,12.017492758,0,TRUE,FALSE,0.903361508703333,7.41016974436667,11.4119546053088
"ON","KEPL3",412659.866666667,TRUE,1.33766236403333,-9.75580550005,19.5495803875,FALSE,FALSE,0.93345016087,-13.8818760498,-12.8595522398982
"ON","CREM3",405939.632066667,TRUE,1.13087090706667,8.0608307435,158.02579982,TRUE,FALSE,2.39072946576667,33.1221237493333,11.3614161307201
"ON","CEBR3",403346.067443333,FALSE,0.9937689009,17.662636008,58.152258366,TRUE,TRUE,0.67159733946,3.6353230492,NA
"ON","DOHL3",384700.74748,FALSE,6.8092946733,6.6954631846,3.1377773401,TRUE,FALSE,0.94644521119,31.281921571,NA
"ON","ROMI3",381545.91729,TRUE,2.02552763413333,8.20200498305,37.497357438,FALSE,FALSE,0.586840863156667,5.25211260913333,12.7666627958764
"ON","SGPS3",371000,TRUE,1.7032944293,2.3340203202,95.2525330485,FALSE,FALSE,0.328973631313333,2.82056616033333,-7.01892816095983
"ON","CRPG3",364663.62408,FALSE,5.19856000506667,21.1809698865,0.42929722902,TRUE,FALSE,1.093889939,5.6469896271,NA
"ON","RANI3",349255.866666667,FALSE,1.04531575958667,-31.434266405,249.49590556,FALSE,FALSE,0.967333366126667,-14.2392513982667,0.464210827536804
"ON","EUCA3",343753.76,FALSE,0.856125757456667,2.61510772525,30.1684988585,FALSE,TRUE,0.52061160527,15.357920481,NA
"ON","GSHP3",316218.714813333,TRUE,3.05963860858667,11.9824245402,133.429597025,FALSE,TRUE,0.30126830402,3.7962633097,-13.4777020407054
"ON","BIOM3",309651.622546667,TRUE,2.51361918353333,-47.266705608,188.964695565,FALSE,FALSE,3.93703249666667,-6.83323470856667,NA
"ON","MSPA3",303903.75,FALSE,3.40590760523333,1.4671094775,1.001039645905,FALSE,FALSE,0.328478010355,-10.53946217965,NA
"ON","CARD3",297092.126666667,TRUE,1.09192213348,19.5369856525,28.9524766465,TRUE,TRUE,1.35505944496667,7.06360850303333,20.6439940595391
"ON","TRIS3",296307.046666667,TRUE,2.819408717,8.57267178595,41.7761414605,TRUE,FALSE,0.560833641703333,32.2808532313,8.74986863486413
"ON","BRGE3",292246.807606667,FALSE,1.45712333906667,5.47744276905,0,TRUE,FALSE,0.26675321124,5.4728997081,NA
"ON","RPAD3",290468.96861,FALSE,2.836853654,4.89644668175,0,TRUE,FALSE,0.222898105665,4.5498208537,NA
"ON","AFLT3",280728.25,FALSE,19.8935184073333,26.1303341945,5.51681326615,TRUE,FALSE,5.5741929157,22.689874792,NA
